saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,uri,version,mtype,token-length,code,mid,token,options,observable
112.4.158.78,1318978672,192.168.0.123,2063640768,7202,43,udp,1,5683,49369,12,,,,,,0,1,2025-10-28T14:05:22.139+0100,1761656722,139083,/qlink,3,8,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,58753,12,,,,,,0,1,2025-10-28T14:05:22.139+0100,1761656722,139260,/qlink,3,8,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,39494,12,,,,,,0,1,2025-10-28T14:05:50.776+0100,1761656750,776772,/qlink/ack,3,8,1,3,0,EMPTY,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,7505,43,udp,1,5683,33883,12,,,,,,0,1,2025-10-28T14:05:50.777+0100,1761656750,777781,/qlink/ack,3,8,1,3,0,EMPTY,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,9953,43,udp,1,5683,51886,233,"{""gatewayMac"":""3CECDE542C28"",""firmwareVersion"":""Star-Net;H60G"",""type"":0,""gatewayManufacturer"":""Star-Net"",""softwareVersion"":""V1.0.1;1.0;2.5.1-200908"",""gatewaySn"":""STAR07542C28"",""andlinkVersion"":""2.5"",""provinceAbb"":""JSU""}",,,,,0,1,2025-10-28T14:06:18.571+0100,1761656778,571368,/qlink/queryGwExt,3,450,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,44646,240,"{""gatewayMac"":""A84122CDD540"",""firmwareVersion"":""CMHI;GS3101"",""type"":1,""gatewayManufacturer"":""CMHI"",""softwareVersion"":""V1B0.C02.01;felix 5.0;2.6.1-230712"",""gatewaySn"":""CMHI251C6D13"",""andlinkVersion"":""2.6.0"",""provinceAbb"":""GXI""}",,,,,0,1,2025-10-28T14:06:18.863+0100,1761656778,863888,/qlink/queryGwExt,3,464,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,49673,12,,,,,,0,1,2025-10-28T14:06:46.405+0100,1761656806,405666,/qlink/wlantest,3,8,1,3,0,EMPTY,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,10143,43,udp,1,5683,48235,12,,,,,,0,1,2025-10-28T14:07:14.577+0100,1761656834,577420,/gw,3,8,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,55870,12,,,,,,0,1,2025-10-28T14:07:14.577+0100,1761656834,577636,/gw,3,8,1,2,0,4.05 Method Not Allowed,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,10808,43,udp,1,5683,53750,12,,,,,,0,1,2025-10-28T14:07:42.560+0100,1761656862,560166,/gw/query,3,8,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,35369,12,,,,,,0,1,2025-10-28T14:07:42.644+0100,1761656862,644639,/gw/query,3,8,1,2,0,4.05 Method Not Allowed,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,13202,43,udp,1,5683,55949,12,,,,,,0,1,2025-10-28T14:08:10.733+0100,1761656890,733750,/gw/query/DiagnotorConnection,3,8,1,3,0,EMPTY,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,32968,61,Message contains illegal option delta/length: 15,,,,,0,1,2025-10-28T14:08:10.766+0100,1761656890,766759,/gw/query/DiagnotorConnection,3,106,1,2,0,4.02 Bad Option,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,36742,30,"{""APDevices"":[]}",,,,,0,1,2025-10-28T14:08:38.857+0100,1761656918,857857,/gw/query/apdevices,3,44,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
112.4.158.78,1318978672,192.168.0.123,2063640768,15211,43,udp,1,5683,53596,30,"{""APDevices"":[]}",,,,,0,1,2025-10-28T14:08:38.869+0100,1761656918,869453,/gw/query/apdevices,3,44,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
112.4.158.78,1318978672,192.168.0.123,2063640768,16519,43,udp,1,5683,45273,26,"""respCode"":1",,,,,0,1,2025-10-28T14:09:06.905+0100,1761656946,905998,/gw/query/config,3,36,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,42680,26,"""respCode"":1",,,,,0,1,2025-10-28T14:09:06.963+0100,1761656946,963397,/gw/query/config,3,36,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
112.4.158.78,1318978672,192.168.0.123,2063640768,17193,43,udp,1,5683,48752,12,,,,,,0,1,2025-10-28T14:09:35.177+0100,1761656975,177301,/basic,3,8,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,40911,12,,,,,,0,1,2025-10-28T14:09:35.177+0100,1761656975,177523,/basic,3,8,1,2,0,4.05 Method Not Allowed,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,17584,43,udp,1,5683,50830,94,"should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",,,,,0,1,2025-10-28T14:10:03.266+0100,1761657003,266547,/basic/regist,3,172,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,33691,94,"should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",,,,,0,1,2025-10-28T14:10:03.302+0100,1761657003,302490,/basic/regist,3,172,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
112.4.158.78,1318978672,192.168.0.123,2063640768,19154,43,udp,1,5683,53227,68,"userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",,,,,0,1,2025-10-28T14:10:31.343+0100,1761657031,343743,/basic/show,3,120,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,52141,68,"userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",,,,,0,1,2025-10-28T14:10:31.410+0100,1761657031,410506,/basic/show,3,120,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
112.4.158.78,1318978672,192.168.0.123,2063640768,20355,43,udp,1,5683,57256,12,,,,,,0,1,2025-10-28T14:10:58.458+0100,1761657058,458475,/device,3,8,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,43387,12,,,,,,0,1,2025-10-28T14:10:58.532+0100,1761657058,532342,/device,3,8,1,2,0,4.05 Method Not Allowed,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,22497,43,udp,1,5683,52208,12,,,,,,0,1,2025-10-28T14:11:26.659+0100,1761657086,659095,/device/command,3,8,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,45415,12,,,,,,0,1,2025-10-28T14:11:26.660+0100,1761657086,660571,/device/command,3,8,1,2,0,4.05 Method Not Allowed,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,24599,43,udp,1,5683,43955,28,"{""respCode"":1}",,,,,0,1,2025-10-28T14:11:54.771+0100,1761657114,771473,/device/command/Intranet,3,40,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
112.4.158.78,1318978672,192.168.0.123,2063640768,25107,43,udp,1,5683,33381,28,"{""respCode"":1}",,,,,0,1,2025-10-28T14:12:22.805+0100,1761657142,805525,/device/command/control,3,40,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,32780,28,"{""respCode"":1}",,,,,0,1,2025-10-28T14:12:22.909+0100,1761657142,909806,/device/command/control,3,40,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
112.4.158.78,1318978672,192.168.0.123,2063640768,25257,43,udp,1,5683,40372,16,[],,,,,0,1,2025-10-28T14:12:50.981+0100,1761657170,981232,/device/command/data,3,16,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,57519,16,[],,,,,0,1,2025-10-28T14:12:51.023+0100,1761657171,23853,/device/command/data,3,16,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
112.4.158.78,1318978672,192.168.0.123,2063640768,26227,43,udp,1,5683,47256,12,,,,,,0,1,2025-10-28T14:13:18.126+0100,1761657198,126077,/device/inform,3,8,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,39437,12,,,,,,0,1,2025-10-28T14:13:18.159+0100,1761657198,159769,/device/inform,3,8,1,2,0,4.05 Method Not Allowed,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,26640,43,udp,1,5683,47485,532,"</qlink>,</qlink/ack>;title=""Qlink-ACK Resource"",</qlink/queryGwExt>;title=""queryGwExt Resource"",</qlink/request>;title=""Qlink-Request Resource"",</qlink/searchgw>;title=""SearchGW Resource"",</qlink/success>;title=""Qlink-Success Resource"",</qlink/wlantest>;title=""Qlink-WLAN Resource"",</gw>,</gw/query>,</gw/query/DiagnotorConnection>;title=""Connect To Diagnotor"",</gw/query/apdevices>;title=""apdevices Data Resource"",</gw/query/config>;title=""config-properties Resource"",</basic>,</basic/regist>;title=""Qlink-Regist Resource"",</basic/show>;title=""Qlink-SHOW Resource"",</device>,</device/command>,</device/command/Intranet>;title=""Device Intranet Resource"",</device/command/control>;title=""Device Control Resource"",</device/command/data>;title=""Control Data Resource"",</device/inform>,</device/inform/boot>;title=""Boot-Request Resource"",</device/inform/bootstrap>;title=""bootstrap-Request Resource"",</device/inform/data>;obs;title=""Inform Data Resource"",</device/inform/heartbeat>;title=""HeartBeat Resource"",</device/inform/offline>;title=""ChildDevice Offline Resource"",</.well-known/core>",,,,,0,1,2025-10-28T14:13:46.222+0100,1761657226,222046,/.well-known/core,3,1048,1,2,2,2.05 Content,25077,fae9,"{""CONTENT_FORMAT"": ""LINKFORMAT"", ""SIZE2"": ""BlockwiseTuple(block_number=2, more=False, size_exponent=5)"", ""BLOCK2"": ""1087""}"
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,35857,532,"</qlink>,</qlink/ack>;title=""Qlink-ACK Resource"",</qlink/queryGwExt>;title=""queryGwExt Resource"",</qlink/request>;title=""Qlink-Request Resource"",</qlink/searchgw>;title=""SearchGW Resource"",</qlink/success>;title=""Qlink-Success Resource"",</qlink/wlantest>;title=""Qlink-WLAN Resource"",</gw>,</gw/query>,</gw/query/DiagnotorConnection>;title=""Connect To Diagnotor"",</gw/query/apdevices>;title=""apdevices Data Resource"",</gw/query/config>;title=""config-properties Resource"",</basic>,</basic/regist>;title=""Qlink-Regist Resource"",</basic/show>;title=""Qlink-SHOW Resource"",</device>,</device/command>,</device/command/control>;title=""Device Control Resource"",</device/command/data>;title=""Control Data Resource"",</device/inform>,</device/inform/boot>;title=""Boot-Request Resource"",</device/inform/bootstrap>;title=""bootstrap-Request Resource"",</device/inform/data>;obs;title=""Inform Data Resource"",</device/inform/heartbeat>;title=""HeartBeat Resource"",</device/inform/offline>;title=""ChildDevice Offline Resource"",</device/inform/requestSync>;title=""AP device request synchronization"",</.well-known/core>",,,,,0,1,2025-10-28T14:13:46.340+0100,1761657226,340668,/.well-known/core,3,1048,1,2,2,2.05 Content,12001,0943,"{""CONTENT_FORMAT"": ""LINKFORMAT"", ""SIZE2"": ""BlockwiseTuple(block_number=2, more=False, size_exponent=5)"", ""BLOCK2"": ""1098""}"
120.196.80.116,1951450232,192.168.0.123,2063640768,3920,43,udp,1,5683,39065,31,Method Not Allowed,,,,,0,1,2025-10-28T14:14:21.255+0100,1761657261,255973,/qlink/searchdevice,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,11351,41,udp,1,5683,43173,31,Method Not Allowed,,,,,0,1,2025-10-28T14:14:21.257+0100,1761657261,257080,/qlink/searchdevice,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,6201,43,udp,1,5683,51575,31,Method Not Allowed,,,,,0,1,2025-10-28T14:14:49.155+0100,1761657289,155166,/qlink/netinfo,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,13777,41,udp,1,5683,43266,31,Method Not Allowed,,,,,0,1,2025-10-28T14:14:49.160+0100,1761657289,160999,/qlink/netinfo,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,16007,41,udp,1,5683,50187,31,Method Not Allowed,,,,,0,1,2025-10-28T14:15:17.305+0100,1761657317,305354,/qlink/searchack,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,6705,43,udp,1,5683,40228,31,Method Not Allowed,,,,,0,1,2025-10-28T14:15:17.305+0100,1761657317,305508,/qlink/searchack,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,16726,41,udp,1,5683,37061,31,Method Not Allowed,,,,,0,1,2025-10-28T14:15:45.568+0100,1761657345,568627,/device/command/unbind,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,8900,43,udp,1,5683,33946,31,Method Not Allowed,,,,,0,1,2025-10-28T14:15:45.568+0100,1761657345,568837,/device/command/unbind,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,10630,43,udp,1,5683,39152,31,Method Not Allowed,,,,,0,1,2025-10-28T14:16:13.493+0100,1761657373,493405,/device/command/file,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,19116,41,udp,1,5683,35055,31,Method Not Allowed,,,,,0,1,2025-10-28T14:16:13.528+0100,1761657373,528842,/device/command/file,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,12182,43,udp,1,5683,54890,31,Method Not Allowed,,,,,0,1,2025-10-28T14:16:41.610+0100,1761657401,610001,/device/command/log,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,20491,41,udp,1,5683,50673,31,Method Not Allowed,,,,,0,1,2025-10-28T14:16:41.653+0100,1761657401,653573,/device/command/log,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,22110,41,udp,1,5683,55603,31,Method Not Allowed,,,,,0,1,2025-10-28T14:17:09.779+0100,1761657429,779743,/device/command/selfdetect,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,13671,43,udp,1,5683,45858,31,Method Not Allowed,,,,,0,1,2025-10-28T14:17:09.797+0100,1761657429,797218,/device/command/selfdetect,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,26377,41,udp,1,5683,35559,22,Not Found,,,,,0,1,2025-10-28T14:18:34.086+0100,1761657514,86895,/qlink/guide?true,3,28,1,2,0,4.04 Not Found,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,21368,43,udp,1,5683,57525,22,Not Found,,,,,0,1,2025-10-28T14:18:34.115+0100,1761657514,115530,/qlink/guide?true,3,28,1,2,0,4.04 Not Found,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,22447,43,udp,1,5683,42064,22,Not Found,,,,,0,1,2025-10-28T14:19:02.284+0100,1761657542,284881,/qlink/request?true,3,28,1,2,0,4.04 Not Found,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,28048,41,udp,1,5683,59267,22,Not Found,,,,,0,1,2025-10-28T14:19:02.285+0100,1761657542,285005,/qlink/request?true,3,28,1,2,0,4.04 Not Found,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,27649,43,udp,1,5683,49248,31,Method Not Allowed,,,,,0,1,2025-10-28T14:19:58.709+0100,1761657598,709302,/apdevice/control/WiFiSwitch,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,31404,41,udp,1,5683,60540,31,Method Not Allowed,,,,,0,1,2025-10-28T14:19:58.709+0100,1761657598,709436,/apdevice/control/WiFiSwitch,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,33714,41,udp,1,5683,37194,31,Method Not Allowed,,,,,0,1,2025-10-28T14:20:26.660+0100,1761657626,660548,/apdevice/control/RadioConfig,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,29942,43,udp,1,5683,39769,31,Method Not Allowed,,,,,0,1,2025-10-28T14:20:26.677+0100,1761657626,677210,/apdevice/control/RadioConfig,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,34095,41,udp,1,5683,38246,31,Method Not Allowed,,,,,0,1,2025-10-28T14:20:54.825+0100,1761657654,825758,/apdevice/control/WPS,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,30829,43,udp,1,5683,59969,31,Method Not Allowed,,,,,0,1,2025-10-28T14:20:54.825+0100,1761657654,825951,/apdevice/control/WPS,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,33110,43,udp,1,5683,43371,31,Method Not Allowed,,,,,0,1,2025-10-28T14:21:22.893+0100,1761657682,893428,/apdevice/control/MacFilter,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,35097,41,udp,1,5683,36148,31,Method Not Allowed,,,,,0,1,2025-10-28T14:21:22.919+0100,1761657682,919373,/apdevice/control/MacFilter,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,35713,43,udp,1,5683,56079,31,Method Not Allowed,,,,,0,1,2025-10-28T14:21:50.021+0100,1761657710,21822,/apdevice/control/Reboot,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,36407,41,udp,1,5683,40577,31,Method Not Allowed,,,,,0,1,2025-10-28T14:21:50.044+0100,1761657710,44962,/apdevice/control/Reboot,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.20.103.146,2456228975,192.168.0.123,2063640768,36884,41,udp,1,5683,43540,31,Method Not Allowed,,,,,0,1,2025-10-28T14:22:18.153+0100,1761657738,153711,/apdevice/control/LEDControl,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,38208,43,udp,1,5683,34949,31,Method Not Allowed,,,,,0,1,2025-10-28T14:22:18.163+0100,1761657738,163747,/apdevice/control/LEDControl,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,39544,43,udp,1,5683,34449,3146,"{
	""data"":	{
		""hardwareVersion"":	""HV4.0.0"",
		""softwareVersion"":	""RAX3000-ZXW.ZD.06"",
		""WorkingMode"":	1,
		""FlashSize"":	128,
		""RamSize"":	512,
		""CPUOccupancyRate"":	5,
		""RamOccupancyRate"":	23,
		""UpTime"":	""589916"",
		""MacFilterEnable"":	0,
		""MacFilterPolicy"":	0,
		""MacFilterEntries"":	"""",
		""LEDOnOff"":	1,
		""BandSteeringStatus"":	0,
		""RoamingSwitch"":	0,
		""LowRSSI2.4G"":	-79,
		""LowRSSI5G"":	-79,
		""IPv6ConnStatus"":	""Unconnected"",
		""IPv6IPAddressOrigin"":	""AutoConfigured"",
		""IPv6IPAddress"":	""::"",
		""IPv6DNSServers"":	""::"",
		""IPv6PrefixDelegationEnabled"":	""FALSE"",
		""IPv6PrefixOrigin"":	""PrefixDelegation"",
		""IPv6Prefix"":	""::"",
		""IPv6PrefixPltime"":	0,
		""IPv6PrefixVltime"":	0,
		""DefaultIPv6Gateway"":	""::"",
		""Dslite_Enable"":	""FALSE"",
		""IPv6Status"":	0,
		""SyncCode"":	""0"",
		""Radios"":	[{
				""Radio"":	""2.4G"",
				""Enable"":	1,
				""TransmitPower"":	""100"",
				""SSIDStandard"":	""802.11b/g/n/ax"",
				""NoiseLevel"":	""-89"",
				""LoadRate"":	56,
				""InterferencePercent"":	56,
				""Channel"":	""1"",
				""Bandwidth"":	1
			}, {
				""Radio"":	""5G"",
				""Enable"":	1,
				""TransmitPower"":	""100"",
				""SSIDStandard"":	""802.11a/n/ac/ax"",
				""NoiseLevel"":	""-92"",
				""LoadRate"":	4,
				""InterferencePercent"":	4,
				""Channel"":	""48"",
				""Bandwidth"":	0
			}],
		""Configurations"":	[{
				""Radio"":	""2.4G"",
				""Index"":	1,
				""Enable"":	1,
				""SSID"":	""泗海超市"",
				""SecurityMode"":	""MIXED-WPA2WPA3"",
				""Pwd"":	""AA888888889"",
				""Encrypt"":	1,
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""2.4G"",
				""Index"":	2,
				""Enable"":	0,
				""SSID"":	""CMCC-GUIDE-LINK"",
				""SecurityMode"":	""WPA2-Personal"",
				""Pwd"":	""!@#$%12345"",
				""Encrypt"":	3,
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""2.4G"",
				""Index"":	3,
				""Enable"":	0,
				""SSID"":	""CMCC-BE80_Guest"",
				""SecurityMode"":	""None"",
				""Pwd"":	"""",
				""Encrypt"":	3,
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""2.4G"",
				""Index"":	4,
				""Enable"":	0,
				""SSID"":	""泗海超市_Wi-Fi5"",
				""SecurityMode"":	""WPA2-Personal"",
				""Pwd"":	""AA888888889"",
				""Encrypt"":	1,
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""5G"",
				""Index"":	5,
				""Enable"":	1,
				""SSID"":	""泗海超市-5G"",
				""SecurityMode"":	""MIXED-WPA2WPA3"",
				""Pwd"":	""AA888888889"",
				""Encrypt"":	1,
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""5G"",
				""Index"":	6,
				""Enable"":	1,
				""SSID"":	""MESH-0CBE86-5G"",
				""SecurityMode"":	""WPA2-Personal"",
				""Pwd"":	""!@#$%12345"",
				""Encrypt"":	3,
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	7,
				""Enable"":	0,
				""SSID"":	""CMCC-BE80-5G_Guest"",
				""SecurityMode"":	""None"",
				""Pwd"":	"""",
				""Encrypt"":	3,
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""5G"",
				""Index"":	8,
				""Enable"":	0,
				""SSID"":	""泗海超市-5G_Wi-Fi5"",
				""SecurityMode"":	""WPA2-Personal"",
				""Pwd"":	""AA888888889"",
				""Encrypt"":	1,
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}]
	},
	""deviceId"":	""""
}",,,,,0,1,2025-10-28T14:23:14.776+0100,1761657794,776103,/apdevice/query/ApConfigInfo,3,2944,1,2,2,2.05 Content,30730,e618,"{""CONTENT_FORMAT"": ""JSON""}"
